Date,Usage,Temp,ph,TDS,MeterReading
1998-07-12,72.78,24.255,7.851827728,26422.09789,228638.2699999999
1998-07-13,63.77,24.255,7.729229833,26422.09789,228702.0399999999
1998-07-14,52.08,24.545,6.966546261,36860.4689,228754.11999999988
1998-07-15,56.16,24.545,6.814720111,36860.4689,228810.27999999988
1998-07-16,64.06,24.545,6.573615169,36860.4689,228874.33999999988
1998-07-17,62.78,24.545,7.295970074,36860.4689,228937.11999999988
1998-07-18,73.73,24.641,6.045994469,30988.97302,229010.8499999999
1998-07-19,76.22,24.641,6.206620764,30988.97302,229087.0699999999
1998-07-20,58.89,24.641,6.763391018,30988.97302,229145.9599999999
1998-07-21,56.19,24.641,7.086045307,30988.97302,229202.1499999999
1998-07-22,69.14,24.641,6.249635172,8016.202938,229271.28999999992
1998-07-23,62.26,24.641,7.118875034,8016.202938,229333.54999999993
1998-07-24,62.54,24.641,6.402582147,8016.202938,229396.08999999994
1998-07-25,51.7,24.641,6.260887976,8016.202938,229447.78999999995
1998-07-26,55.57,24.545,6.840184018,17569.57982,229503.35999999996
1998-07-27,65.24,24.545,6.195750991,17569.57982,229568.59999999995
1998-07-28,67.58,24.545,6.79140246,17569.57982,229636.17999999993
1998-07-29,50.23,24.545,6.911204084,17569.57982,229686.40999999995
1998-07-30,54.54,24.158,6.92459363,18136.12886,229740.94999999995
1998-07-31,50.38,24.158,6.868517689,18136.12886,229791.32999999996
1998-08-01,67.49,24.158,6.770511583,18136.12886,229858.81999999995
1998-08-02,59.55,24.158,7.887078505,18136.12886,229918.36999999994
1998-08-03,76.22,24.351,6.284651205,14017.37207,229994.58999999994
1998-08-04,78.7,24.351,7.325500779,14017.37207,230073.28999999995
1998-08-05,78.26,24.351,7.770469487,14017.37207,230151.54999999996
1998-08-06,75.27,24.351,6.402709197,14017.37207,230226.81999999995
1998-08-07,57.23,24.351,6.970421321,5689.804405,230284.04999999996
1998-08-08,52.06,24.351,6.974699273,5689.804405,230336.10999999996
1998-08-09,57.19,24.351,7.202067306,5689.804405,230393.29999999996
1998-08-10,57.09,24.351,7.080147537,5689.804405,230450.38999999996
1998-08-11,70.64,24.448,7.628055571,33306.01254,230521.02999999997
1998-08-12,50.76,24.448,6.769157261,33306.01254,230571.78999999998
1998-08-13,76.71,24.448,7.67844581,33306.01254,230648.49999999997
1998-08-14,68.87,24.448,7.094876948,33306.01254,230717.36999999997
1998-08-15,51.93,24.351,7.325055406,19096.82237,230769.29999999996
1998-08-16,79.51,24.351,7.672508257,19096.82237,230848.80999999997
1998-08-17,5.15,24.351,7.205097511,19096.82237,230853.95999999996
1998-08-18,71.85,24.351,6.605428793,19096.82237,230925.80999999997
1998-08-19,76.16,24.448,7.617439264,16898.8083,231001.96999999997
1998-08-20,62.97,24.448,6.395295342,16898.8083,231064.93999999997
1998-08-21,51.98,24.448,6.400020416,16898.8083,231116.91999999998
1998-08-22,66.23,24.448,6.849875529,16898.8083,231183.15
1998-08-23,78.88,24.545,6.986300312,34160.92514,231262.03
1998-08-24,63.9,24.545,7.368324787,34160.92514,231325.93
1998-08-25,66.47,24.545,7.14472776,34160.92514,231392.4
1998-08-26,73.36,24.545,6.5680544,34160.92514,231465.75999999998
1998-08-27,60.31,24.641,7.591671797,35971.02511,231526.06999999998
1998-08-28,68.41,24.641,7.830826312,35971.02511,231594.47999999998
1998-08-29,70.94,24.641,7.16501752,35971.02511,231665.41999999998
1998-08-30,71.47,24.641,6.96098482,35971.02511,231736.88999999998
1998-08-31,79.38,24.545,6.773189122,39537.08646,231816.27
1998-09-01,66.23,24.545,7.909393495,39537.08646,231882.5
1998-09-02,67.87,24.545,7.430364605,39537.08646,231950.37
1998-09-03,65.36,24.545,6.424828096,39537.08646,232015.72999999998
1998-09-04,76.99,24.545,7.432189834,8108.297322,232092.71999999997
1998-09-05,65.27,24.545,6.895999088,8108.297322,232157.98999999996
1998-09-06,51.46,24.545,7.841079525,8108.297322,232209.44999999995
1998-09-07,60.0,24.545,6.450704223,8108.297322,232269.44999999995
1998-09-08,62.13,24.545,7.95498134,18014.9957,232331.57999999996
1998-09-09,61.72,24.545,6.252629655,18014.9957,232393.29999999996
1998-09-10,56.62,24.545,6.840376026,18014.9957,232449.91999999995
1998-09-11,79.63,24.545,6.46583282,18014.9957,232529.54999999996
1998-09-12,65.15,24.545,7.190819315,19557.99372,232594.69999999995
1998-09-13,67.24,24.545,6.646173981,19557.99372,232661.93999999994
1998-09-14,77.68,24.545,7.969686844,19557.99372,232739.61999999994
1998-09-15,71.4,24.545,6.646790606,19557.99372,232811.01999999993
1998-09-16,59.31,24.545,7.806560712,8985.911807,232870.32999999993
1998-09-17,63.86,24.545,7.830186311,8985.911807,232934.18999999992
1998-09-18,74.28,24.545,6.296184002,8985.911807,233008.4699999999
1998-09-19,56.53,24.545,7.308977143,8985.911807,233064.9999999999
1998-09-20,53.63,24.641,6.836262322,18091.20261,233118.62999999992
1998-09-21,61.42,24.641,7.196281482,18091.20261,233180.04999999993
1998-09-22,62.49,24.641,6.7958445,18091.20261,233242.53999999992
1998-09-23,78.86,24.641,6.970134652,18091.20261,233321.3999999999
1998-09-24,68.19,24.641,7.129812392,11451.31222,233389.5899999999
1998-09-25,50.02,24.641,7.776204694,11451.31222,233439.6099999999
1998-09-26,63.35,24.641,6.500649459,11451.31222,233502.9599999999
1998-09-27,55.33,24.641,7.60545128,11451.31222,233558.2899999999
1998-09-28,79.7,24.641,7.996329922,20288.23557,233637.9899999999
1998-09-29,59.94,24.641,7.482960032,20288.23557,233697.9299999999
1998-09-30,76.02,24.641,7.53614998,20288.23557,233773.9499999999
1998-10-01,70.55,24.641,7.195700152,20288.23557,233844.49999999988
1998-10-02,65.85,24.641,7.649511308,22052.03462,233910.3499999999
1998-10-03,63.71,24.641,6.757051377,22052.03462,233974.05999999988
1998-10-04,53.18,24.641,6.785766211,22052.03462,234027.23999999987
1998-10-05,73.0,24.641,6.22106506,22052.03462,234100.23999999987
1998-10-06,52.78,24.545,6.048696656,22053.01026,234153.01999999987
1998-10-07,76.34,24.545,6.410535656,22053.01026,234229.35999999987
1998-10-08,56.15,24.545,7.048048712,22053.01026,234285.50999999986
1998-10-09,77.08,24.545,7.709379044,22053.01026,234362.58999999985
1998-10-10,69.5,24.738,7.531469814,14912.22551,234432.08999999985
1998-10-11,64.17,24.738,6.607112878,14912.22551,234496.25999999986
1998-10-12,73.19,24.738,6.301654793,14912.22551,234569.44999999987
1998-10-13,51.17,24.738,7.598837037,14912.22551,234620.61999999988
1998-10-14,62.76,24.641,6.151275881,12736.865,234683.3799999999
1998-10-15,77.64,24.641,6.080497093,12736.865,234761.0199999999
1998-10-16,66.96,24.641,7.166884114,12736.865,234827.9799999999
1998-10-17,78.58,24.641,7.934044976,12736.865,234906.55999999988
1998-10-18,74.78,24.641,6.508911158,32423.46269,234981.33999999988
1998-10-19,54.58,24.641,6.361323757,32423.46269,235035.91999999987
1998-10-20,69.44,24.641,7.218214363,32423.46269,235105.35999999987
1998-10-21,75.82,24.641,7.472471414,32423.46269,235181.17999999988
1998-10-22,67.42,24.545,6.849948112,36290.74611,235248.5999999999
1998-10-23,50.87,24.545,6.439086376,36290.74611,235299.46999999988
1998-10-24,59.95,24.545,6.33974071,36290.74611,235359.4199999999
1998-10-25,63.45,24.545,7.533352888,36290.74611,235422.8699999999
1998-10-26,61.25,24.641,6.849527282,38494.72025,235484.1199999999
1998-10-27,55.24,24.641,7.11366891,38494.72025,235539.3599999999
1998-10-28,64.14,24.641,7.481123339,38494.72025,235603.4999999999
1998-10-29,55.84,24.641,7.675544591,38494.72025,235659.3399999999
1998-10-30,58.26,24.448,6.603988087,27365.10636,235717.59999999992
1998-10-31,56.01,24.448,7.27726341,27365.10636,235773.60999999993
1998-11-01,56.69,24.448,7.66162391,27365.10636,235830.29999999993
1998-11-02,62.53,24.448,6.09231673,27365.10636,235892.82999999993
1998-11-03,76.08,24.062,7.673935115,25338.61934,235968.90999999992
1998-11-04,55.35,24.062,7.440831686,25338.61934,236024.25999999992
1998-11-05,65.79,24.062,6.110708437,25338.61934,236090.04999999993
1998-11-06,61.43,24.062,6.017482525,25338.61934,236151.47999999992
1998-11-07,58.34,23.966,6.439296726,7066.376917,236209.81999999992
1998-11-08,54.19,23.966,7.808231944,7066.376917,236264.00999999992
1998-11-09,76.44,23.966,6.623864946,7066.376917,236340.44999999992
1998-11-10,64.93,23.966,7.646575255,7066.376917,236405.37999999992
1998-11-11,55.05,23.581,7.512706822,11346.14345,236460.4299999999
1998-11-12,51.06,23.581,6.51286952,11346.14345,236511.4899999999
1998-11-13,73.21,23.581,7.573090299,11346.14345,236584.6999999999
1998-11-14,72.41,23.581,7.503402263,11346.14345,236657.1099999999
1998-11-15,68.2,23.292,6.893250716,17734.94963,236725.3099999999
1998-11-16,55.6,23.292,6.347566223,17734.94963,236780.90999999992
1998-11-17,71.03,23.292,7.786500066,17734.94963,236851.93999999992
1998-11-18,53.26,23.292,7.503208178,17734.94963,236905.19999999992
1998-11-19,60.18,23.1,7.39423372,26325.8177,236965.37999999992
1998-11-20,56.8,23.1,7.442231256,26325.8177,237022.1799999999
1998-11-21,15.4,23.1,7.284787986,26325.8177,237037.5799999999
1998-11-22,50.0,23.1,7.217942166,26325.8177,237087.5799999999
1998-11-23,64.0,23.196,6.779689786,13597.89604,237151.5799999999
1998-11-24,60.09,23.196,7.236465078,13597.89604,237211.6699999999
1998-11-25,63.93,23.196,6.340931915,13597.89604,237275.5999999999
1998-11-26,70.16,23.196,7.593887045,13597.89604,237345.7599999999
1998-11-27,77.9,23.869,6.614762117,12519.09066,237423.6599999999
1998-11-28,51.34,23.869,7.396248482,12519.09066,237474.99999999988
1998-11-29,72.29,23.869,6.947643944,12519.09066,237547.2899999999
1998-11-30,53.96,23.869,6.91811972,12519.09066,237601.24999999988
1998-12-01,60.5,24.062,6.545906014,39125.2092,237661.74999999988
1998-12-02,79.2,24.062,6.098325035,39125.2092,237740.9499999999
1998-12-03,50.24,24.062,7.110328351,39125.2092,237791.1899999999
1998-12-04,70.08,24.062,6.909170373,39125.2092,237861.26999999987
1998-12-05,72.01,24.062,7.421488569,21895.2857,237933.27999999988
1998-12-06,77.23,24.062,6.755921036,21895.2857,238010.5099999999
1998-12-07,77.74,24.062,6.981572265,21895.2857,238088.24999999988
1998-12-08,61.09,24.062,6.749984451,21895.2857,238149.33999999988
1998-12-09,56.97,24.062,7.936841316,15158.72175,238206.30999999988
1998-12-10,50.18,24.062,6.792965854,15158.72175,238256.48999999987
1998-12-11,56.63,24.062,7.488461568,15158.72175,238313.11999999988
1998-12-12,59.01,24.062,6.281236962,15158.72175,238372.1299999999
1998-12-13,50.09,24.062,6.259575234,17258.18835,238422.21999999988
1998-12-14,58.88,24.062,6.974801215,17258.18835,238481.0999999999
1998-12-15,67.0,24.062,6.086699267,17258.18835,238548.0999999999
1998-12-16,73.19,24.062,7.695637589,17258.18835,238621.2899999999
1998-12-17,61.36,24.062,7.463458597,35216.53427,238682.64999999988
1998-12-18,73.33,24.062,7.915279473,35216.53427,238755.97999999986
1998-12-19,58.12,24.062,6.852090437,35216.53427,238814.09999999986
1998-12-20,51.6,24.062,6.586734908,35216.53427,238865.69999999987
1998-12-21,50.42,24.062,6.080798152,17982.38726,238916.11999999988
1998-12-22,78.91,24.062,6.979893264,17982.38726,238995.02999999988
1998-12-23,54.28,24.062,7.780997785,17982.38726,239049.30999999988
1998-12-24,61.66,24.062,6.543450464,17982.38726,239110.96999999988
1998-12-25,60.4,24.062,7.000717163,35633.26851,239171.36999999988
1998-12-26,8.06,24.062,6.741958493,35633.26851,239179.42999999988
1998-12-27,62.28,24.062,6.758095026,35633.26851,239241.70999999988
1998-12-28,70.02,24.062,7.78947617,35633.26851,239311.72999999986
1998-12-29,58.89,24.062,7.260281117,11125.44354,239370.61999999988
1998-12-30,75.21,24.062,6.554818778,11125.44354,239445.82999999987
1998-12-31,78.38,24.062,7.97500454,11125.44354,239524.20999999988
1999-01-01,58.5,24.062,7.336131058,11125.44354,239582.70999999988
1999-01-02,51.32,24.062,7.764588963,25253.07906,239634.02999999988
1999-01-03,75.82,24.062,7.640551217,25253.07906,239709.8499999999
1999-01-04,75.33,24.062,7.644433351,25253.07906,239785.17999999988
1999-01-05,59.89,24.062,6.967480345,25253.07906,239845.0699999999
1999-01-06,73.27,24.062,6.013165392,11848.22827,239918.33999999988
1999-01-07,78.14,24.062,7.783000234,11848.22827,239996.4799999999
1999-01-08,78.71,24.062,7.395763736,11848.22827,240075.1899999999
1999-01-09,71.39,24.062,6.563062367,11848.22827,240146.5799999999
1999-01-10,77.28,24.062,6.91481862,16764.85476,240223.8599999999
1999-01-11,61.28,24.062,7.317824288,16764.85476,240285.1399999999
1999-01-12,75.77,24.062,7.636181009,16764.85476,240360.9099999999
1999-01-13,79.84,24.062,7.75425572,16764.85476,240440.74999999988
1999-01-14,55.71,23.484,6.123562978,5699.504942,240496.45999999988
1999-01-15,50.53,23.484,6.706217196,5699.504942,240546.98999999987
1999-01-16,50.17,23.484,7.694406521,5699.504942,240597.1599999999
1999-01-17,68.79,23.484,7.282606434,5699.504942,240665.9499999999
1999-01-18,58.7,23.966,6.80780568,20555.55957,240724.6499999999
1999-01-19,77.98,23.966,7.362212957,20555.55957,240802.62999999992
1999-01-20,73.13,23.966,7.632949081,20555.55957,240875.75999999992
1999-01-21,53.85,23.966,7.850460343,20555.55957,240929.60999999993
1999-01-22,76.2,23.581,7.241685333,15247.12803,241005.80999999994
1999-01-23,78.39,23.581,7.557449845,15247.12803,241084.19999999995
1999-01-24,70.09,23.581,7.615601934,15247.12803,241154.28999999995
1999-01-25,64.71,23.581,6.157552692,15247.12803,241218.99999999994
1999-01-26,55.92,23.966,6.459923222,20497.82222,241274.91999999995
1999-01-27,69.99,23.966,6.618263971,20497.82222,241344.90999999995
1999-01-28,54.26,23.966,6.833685787,20497.82222,241399.16999999995
1999-01-29,56.67,23.966,6.366885531,20497.82222,241455.83999999997
1999-01-30,67.61,24.158,6.480697843,23114.03183,241523.44999999995
1999-01-31,65.44,24.158,7.769050737,23114.03183,241588.88999999996
1999-02-01,68.09,24.158,6.241044373,23114.03183,241656.97999999995
1999-02-02,69.05,24.158,7.302367675,23114.03183,241726.02999999994
1999-02-03,55.41,24.158,6.588560841,44376.18738,241781.43999999994
1999-02-04,68.45,24.158,6.812187985,44376.18738,241849.88999999996
1999-02-05,73.66,24.158,7.234584415,44376.18738,241923.54999999996
1999-02-06,52.07,24.158,7.249503837,44376.18738,241975.61999999997
1999-02-07,70.87,24.158,6.94110609,13677.10644,242046.48999999996
1999-02-08,59.19,24.158,7.448044522,13677.10644,242105.67999999996
1999-02-09,68.23,24.158,6.170152703,13677.10644,242173.90999999997
1999-02-10,55.28,24.158,6.758333911,13677.10644,242229.18999999997
1999-02-11,52.59,24.158,7.673339477,25574.09172,242281.77999999997
1999-02-12,55.12,24.158,6.709833013,25574.09172,242336.89999999997
1999-02-13,63.99,24.158,6.714443047,25574.09172,242400.88999999996
1999-02-14,70.52,24.158,6.248965845,25574.09172,242471.40999999995
1999-02-15,66.98,24.158,6.633048036,30594.28067,242538.38999999996
1999-02-16,79.3,24.158,6.084435824,30594.28067,242617.68999999994
1999-02-17,50.3,24.158,7.09622236,30594.28067,242667.98999999993
1999-02-18,52.56,24.158,6.652790657,30594.28067,242720.54999999993
1999-02-19,54.79,24.158,6.604123129,25780.05908,242775.33999999994
1999-02-20,52.1,24.158,6.329401578,25780.05908,242827.43999999994
1999-02-21,69.35,24.158,7.071095892,25780.05908,242896.78999999995
1999-02-22,63.83,24.158,7.703055999,25780.05908,242960.61999999994
1999-02-23,69.82,24.062,7.188976034,5230.63043,243030.43999999994
1999-02-24,50.28,24.062,7.710096181,5230.63043,243080.71999999994
1999-02-25,64.11,24.062,7.125608934,5230.63043,243144.82999999993
1999-02-26,62.25,24.062,6.770402625,5230.63043,243207.07999999993
1999-02-27,70.05,24.158,7.924682762,15772.65317,243277.12999999992
1999-02-28,51.75,24.158,7.994323075,15772.65317,243328.87999999992
1999-03-01,61.46,24.158,6.831695314,15772.65317,243390.3399999999
1999-03-02,62.29,24.158,7.329457606,15772.65317,243452.62999999992
1999-03-03,71.46,23.677,6.078873894,17977.69394,243524.0899999999
1999-03-04,59.17,23.677,6.729965386,17977.69394,243583.25999999992
1999-03-05,54.13,23.677,7.021756853,17977.69394,243637.38999999993
1999-03-06,50.55,23.677,6.320732783,17977.69394,243687.93999999992
1999-03-07,56.7,23.677,7.184265259,35439.68784,243744.63999999993
1999-03-08,68.28,23.677,7.060964313,35439.68784,243812.91999999993
1999-03-09,67.77,23.677,7.146949263,35439.68784,243880.68999999992
1999-03-10,57.21,23.677,7.352991628,35439.68784,243937.8999999999
1999-03-11,76.92,23.677,7.362794754,22710.45837,244014.81999999992
1999-03-12,56.57,23.677,7.266183737,22710.45837,244071.38999999993
1999-03-13,72.7,23.677,7.722529581,22710.45837,244144.08999999994
1999-03-14,61.45,23.677,6.659369212,22710.45837,244205.53999999995
1999-03-15,69.43,23.677,7.128652222,20070.56779,244274.96999999994
1999-03-16,68.18,23.677,6.480586908,20070.56779,244343.14999999994
1999-03-17,55.63,23.677,7.144226255,20070.56779,244398.77999999994
1999-03-18,70.7,23.677,6.662141106,20070.56779,244469.47999999995
1999-03-19,54.98,23.677,6.259532144,11298.45009,244524.45999999996
1999-03-20,77.34,23.677,7.926355076,11298.45009,244601.79999999996
1999-03-21,76.55,23.677,6.822998628,11298.45009,244678.34999999995
1999-03-22,71.61,23.677,6.457775575,11298.45009,244749.95999999993
1999-03-23,59.15,23.773,6.242178396,8672.527773,244809.10999999993
1999-03-24,67.93,23.773,6.789732679,8672.527773,244877.03999999992
1999-03-25,61.95,23.773,7.84165589,8672.527773,244938.98999999993
1999-03-26,75.0,23.773,7.711400526,8672.527773,245013.98999999993
1999-03-27,65.64,23.292,7.474207301,20129.97882,245079.62999999995
1999-03-28,64.54,23.292,6.681867943,20129.97882,245144.16999999995
1999-03-29,64.13,23.292,7.389541449,20129.97882,245208.29999999996
1999-03-30,77.29,23.292,7.041837302,20129.97882,245285.58999999997
1999-03-31,58.52,23.1,7.746226303,42063.8744,245344.10999999996
1999-04-01,74.19,23.1,7.910212988,42063.8744,245418.29999999996
1999-04-02,55.91,23.1,6.97705863,42063.8744,245474.20999999996
1999-04-03,66.15,23.1,6.643987079,42063.8744,245540.35999999996
1999-04-04,62.73,23.196,6.722632501,19663.79131,245603.08999999997
1999-04-05,59.97,23.196,7.681356447,19663.79131,245663.05999999997
1999-04-06,60.41,23.196,7.675169679,19663.79131,245723.46999999997
1999-04-07,67.55,23.196,7.910778412,19663.79131,245791.01999999996
1999-04-08,53.72,23.484,7.642784532,13911.82663,245844.73999999996
1999-04-09,79.88,23.484,6.297654119,13911.82663,245924.61999999997
1999-04-10,65.03,23.484,7.857941481,13911.82663,245989.64999999997
1999-04-11,64.78,23.484,6.355672524,13911.82663,246054.42999999996
1999-04-12,68.68,23.484,6.608234796,15362.45238,246123.10999999996
1999-04-13,69.47,23.484,7.903487856,15362.45238,246192.57999999996
1999-04-14,61.6,23.484,6.644300345,15362.45238,246254.17999999996
1999-04-15,75.33,23.484,7.081837653,15362.45238,246329.50999999995
1999-04-16,54.76,23.484,6.808246347,27662.3971,246384.26999999996
1999-04-17,50.66,23.484,6.407808836,27662.3971,246434.92999999996
1999-04-18,51.67,23.484,6.870958165,27662.3971,246486.59999999998
1999-04-19,62.51,23.484,6.795374902,27662.3971,246549.11
1999-04-20,57.93,23.581,7.984934001,20447.49013,246607.03999999998
1999-04-21,59.79,23.581,7.821238396,20447.49013,246666.83
1999-04-22,78.14,23.581,6.28024888,20447.49013,246744.97
1999-04-23,59.63,23.581,6.092893992,20447.49013,246804.6
1999-04-24,70.63,23.773,6.48301498,14151.76008,246875.23
1999-04-25,55.88,23.773,6.567349425,14151.76008,246931.11000000002
1999-04-26,65.59,23.773,7.347749588,14151.76008,246996.7
1999-04-27,68.99,23.773,6.818878436,14151.76008,247065.69
1999-04-28,50.13,23.388,6.426335047,25842.58128,247115.82
1999-04-29,55.03,23.388,6.938111658,25842.58128,247170.85
1999-04-30,63.36,23.388,6.441723693,25842.58128,247234.21
1999-05-01,78.55,23.388,7.851961592,25842.58128,247312.75999999998
1999-05-02,52.55,23.388,7.51271391,5619.135558,247365.30999999997
1999-05-03,55.37,23.388,7.215615166,5619.135558,247420.67999999996
1999-05-04,71.56,23.388,6.507027427,5619.135558,247492.23999999996
1999-05-05,75.28,23.388,6.549919707,5619.135558,247567.51999999996
1999-05-06,57.19,23.004,7.817369164,35086.39696,247624.70999999996
1999-05-07,75.47,23.004,6.782988546,35086.39696,247700.17999999996
1999-05-08,62.39,23.004,6.162525524,35086.39696,247762.56999999998
1999-05-09,70.06,23.004,7.41764952,35086.39696,247832.62999999998
1999-05-10,73.41,23.292,7.124007961,17439.44406,247906.03999999998
1999-05-11,50.5,23.292,6.121856458,17439.44406,247956.53999999998
1999-05-12,78.01,23.292,7.583597173,17439.44406,248034.55
1999-05-13,52.46,23.292,7.309285558,17439.44406,248087.00999999998
1999-05-14,61.82,23.773,7.340375262,23037.07683,248148.83
1999-05-15,61.8,23.773,7.22544356,23037.07683,248210.62999999998
1999-05-16,59.09,23.773,7.962180257,23037.07683,248269.71999999997
1999-05-17,57.38,23.773,6.693911701,23037.07683,248327.09999999998
1999-05-18,77.73,23.677,7.491321889,29917.82021,248404.83
1999-05-19,70.52,23.677,7.755980323,29917.82021,248475.34999999998
1999-05-20,63.12,23.677,7.571277056,29917.82021,248538.46999999997
1999-05-21,56.43,23.677,7.956841362,29917.82021,248594.89999999997
1999-05-22,71.54,23.773,6.540915508,24070.26365,248666.43999999997
1999-05-23,57.34,23.773,6.705004897,24070.26365,248723.77999999997
1999-05-24,69.77,23.773,7.802622516,24070.26365,248793.54999999996
1999-05-25,52.72,23.773,6.702095226,24070.26365,248846.26999999996
1999-05-26,72.93,23.869,6.641514987,9913.963346,248919.19999999995
1999-05-27,66.13,23.869,6.36100987,9913.963346,248985.32999999996
1999-05-28,50.46,23.869,7.558214871,9913.963346,249035.78999999995
1999-05-29,76.28,23.869,6.447672112,9913.963346,249112.06999999995
1999-05-30,53.7,23.484,7.50711778,28278.78928,249165.76999999996
1999-05-31,56.91,23.484,7.141688204,28278.78928,249222.67999999996
1999-06-01,55.0,23.484,6.458429582,28278.78928,249277.67999999996
1999-06-02,79.78,23.484,7.431123946,28278.78928,249357.45999999996
1999-06-03,57.93,23.196,6.758385429,23610.51756,249415.38999999996
1999-06-04,52.74,23.196,7.773418222,23610.51756,249468.12999999995
1999-06-05,76.14,23.196,6.885302649,23610.51756,249544.26999999996
1999-06-06,67.34,23.196,6.414114311,23610.51756,249611.60999999996
1999-06-07,69.54,23.292,6.520753969,16246.17319,249681.14999999997
1999-06-08,58.92,23.292,6.937673231,16246.17319,249740.06999999998
1999-06-09,73.63,23.292,6.242072719,16246.17319,249813.69999999998
1999-06-10,64.95,23.292,7.523761988,16246.17319,249878.65
1999-06-11,70.65,23.196,6.972322079,13486.14219,249949.3
1999-06-12,77.78,23.196,7.69916431,13486.14219,250027.08
1999-06-13,72.75,23.196,7.395614416,13486.14219,250099.83
1999-06-14,67.12,23.196,7.308936335,13486.14219,250166.94999999998
1999-06-15,76.35,23.581,7.977059924,20335.67651,250243.3
1999-06-16,64.06,23.581,6.197706229,20335.67651,250307.36
1999-06-17,67.15,23.581,6.554790676,20335.67651,250374.50999999998
1999-06-18,61.65,23.581,7.02150836,20335.67651,250436.15999999997
1999-06-19,79.69,23.773,6.878663213,16854.12946,250515.84999999998
1999-06-20,74.43,23.773,6.805090708,16854.12946,250590.27999999997
1999-06-21,62.09,23.773,6.848103293,16854.12946,250652.36999999997
1999-06-22,65.0,23.773,7.712433368,16854.12946,250717.36999999997
1999-06-23,76.25,23.677,7.382508762,13969.43886,250793.61999999997
1999-06-24,67.16,23.677,7.398988187,13969.43886,250860.77999999997
1999-06-25,69.12,23.677,7.731777812,13969.43886,250929.89999999997
1999-06-26,69.29,23.677,7.700707531,13969.43886,250999.18999999997
1999-06-27,69.68,23.773,6.733495519,30684.21164,251068.86999999997
1999-06-28,58.82,23.773,6.355694237,30684.21164,251127.68999999997
1999-06-29,79.09,23.773,6.094706285,30684.21164,251206.77999999997
1999-06-30,70.37,23.773,6.778133154,30684.21164,251277.14999999997
1999-07-01,71.55,23.677,6.650037176,24061.3496,251348.69999999995
1999-07-02,65.41,23.677,7.657907251,24061.3496,251414.10999999996
1999-07-03,60.59,23.677,7.093466018,24061.3496,251474.69999999995
1999-07-04,72.93,23.677,6.208871643,24061.3496,251547.62999999995
1999-07-05,65.52,23.677,6.832404139,26493.07621,251613.14999999994
1999-07-06,55.94,23.677,6.175923937,26493.07621,251669.08999999994
1999-07-07,78.08,23.677,7.648873949,26493.07621,251747.16999999993
1999-07-08,52.72,23.677,6.252882427,26493.07621,251799.88999999993
1999-07-09,57.98,23.773,7.685873981,11628.33668,251857.86999999994
1999-07-10,79.5,23.773,6.330318167,11628.33668,251937.36999999994
1999-07-11,51.27,23.773,7.974038195,11628.33668,251988.63999999993
1999-07-12,60.03,23.773,6.749691529,11628.33668,252048.66999999993
1999-07-13,52.09,23.869,7.206509892,11699.13355,252100.75999999992
1999-07-14,66.71,23.869,6.089520204,11699.13355,252167.4699999999
1999-07-15,69.04,23.869,6.915594944,11699.13355,252236.50999999992
1999-07-16,66.41,23.869,6.706901077,11699.13355,252302.91999999993
1999-07-17,63.52,23.869,6.096337728,48002.0846,252366.43999999992
1999-07-18,74.45,23.869,6.332860239,48002.0846,252440.88999999993
1999-07-19,9.34,23.869,6.705840236,48002.0846,252450.22999999992
1999-07-20,61.34,23.869,7.543577617,48002.0846,252511.56999999992
1999-07-21,70.23,23.869,6.383667421,26913.37349,252581.79999999993
1999-07-22,71.99,23.869,7.384231437,26913.37349,252653.78999999992
1999-07-23,53.58,23.869,7.562959419,26913.37349,252707.3699999999
1999-07-24,66.49,23.869,7.500132469,26913.37349,252773.8599999999
1999-07-25,61.59,23.869,7.498978512,19900.40784,252835.4499999999
1999-07-26,68.97,23.869,6.608032926,19900.40784,252904.4199999999
1999-07-27,56.79,23.869,6.499454635,19900.40784,252961.2099999999
1999-07-28,78.09,23.869,7.491444731,19900.40784,253039.2999999999
1999-07-29,70.79,23.869,7.843747335,29046.08352,253110.0899999999
1999-07-30,78.06,23.869,6.860988527,29046.08352,253188.1499999999
1999-07-31,59.8,23.869,7.996179803,29046.08352,253247.9499999999
1999-08-01,56.46,23.869,7.028716054,29046.08352,253304.4099999999
1999-08-02,56.3,23.869,7.087305638,22958.00999,253360.70999999988
1999-08-03,58.23,23.869,6.106634544,22958.00999,253418.9399999999
1999-08-04,63.95,23.869,7.217213585,22958.00999,253482.8899999999
1999-08-05,61.52,23.869,7.863925907,22958.00999,253544.4099999999
1999-08-06,59.56,23.869,6.935481628,39942.9539,253603.96999999988
1999-08-07,73.9,23.869,6.727223596,39942.9539,253677.86999999988
1999-08-08,65.14,23.869,7.556880559,39942.9539,253743.0099999999
1999-08-09,58.87,23.869,6.523180726,39942.9539,253801.8799999999
1999-08-10,61.42,23.773,7.476645959,13533.23003,253863.2999999999
1999-08-11,54.08,23.773,7.407562461,13533.23003,253917.3799999999
1999-08-12,63.29,23.773,7.930870153,13533.23003,253980.6699999999
1999-08-13,67.24,23.773,7.87656659,13533.23003,254047.9099999999
1999-08-14,73.73,23.773,7.650418516,20919.05143,254121.6399999999
1999-08-15,71.17,23.773,7.306587245,20919.05143,254192.8099999999
1999-08-16,76.85,23.773,6.958100438,20919.05143,254269.65999999992
