Date,Usage
2011-10-09,423.41999999999996
2011-10-16,455.27
2011-10-23,444.46999999999997
2011-10-30,488.05
2011-11-06,441.64
2011-11-13,458.48
2011-11-20,503.74
2011-11-27,450.85
2011-12-04,485.64
2011-12-11,444.46000000000004
2011-12-18,499.9
2011-12-25,369.8
2012-01-01,471.58
2012-01-08,489.4
2012-01-15,495.95
2012-01-22,472.05
2012-01-29,472.52
2012-02-05,491.18999999999994
2012-02-12,425.47
2012-02-19,439.43
2012-02-26,460.36
2012-03-04,481.07
2012-03-11,417.69
2012-03-18,496.32
2012-03-25,480.24
2012-04-01,441.54999999999995
2012-04-08,342.33
2012-04-15,432.97
2012-04-22,484.22
2012-04-29,469.94
2012-05-06,462.3
2012-05-13,465.95000000000005
2012-05-20,484.3
2012-05-27,421.75
2012-06-03,437.82
2012-06-10,442.73
2012-06-17,429.3
2012-06-24,478.09000000000003
2012-07-01,412.0
2012-07-08,428.64
2012-07-15,419.20000000000005
2012-07-22,447.31
2012-07-29,458.0
2012-08-05,479.28
2012-08-12,423.74
2012-08-19,451.32
2012-08-26,456.3
2012-09-02,466.23
2012-09-09,464.85
2012-09-16,466.82
2012-09-23,511.44
2012-09-30,474.93
2012-10-07,390.53000000000003
2012-10-14,427.14
2012-10-21,456.45
2012-10-28,412.73
2012-11-04,480.1
2012-11-11,423.48
2012-11-18,443.28999999999996
2012-11-25,468.70000000000005
2012-12-02,472.08
2012-12-09,488.22
2012-12-16,470.58
2012-12-23,481.5
2012-12-30,410.45
2013-01-06,418.08000000000004
2013-01-13,463.28999999999996
2013-01-20,458.29
2013-01-27,468.03
2013-02-03,490.36
2013-02-10,439.78
2013-02-17,428.95000000000005
2013-02-24,408.5
2013-03-03,466.92
2013-03-10,465.8
2013-03-17,470.40999999999997
2013-03-24,490.23
2013-03-31,481.07
2013-04-07,459.25
2013-04-14,454.31
2013-04-21,439.65999999999997
2013-04-28,413.62
2013-05-05,345.90999999999997
2013-05-12,472.41999999999996
2013-05-19,408.38
2013-05-26,493.03999999999996
2013-06-02,482.97
2013-06-09,500.23
2013-06-16,465.75
2013-06-23,484.48
2013-06-30,499.94
2013-07-07,466.03999999999996
2013-07-14,411.69
2013-07-21,438.77
2013-07-28,420.02000000000004
2013-08-04,450.31
2013-08-11,486.31
2013-08-18,481.23
2013-08-25,453.43
2013-09-01,495.96
2013-09-08,491.65
2013-09-15,440.94
2013-09-22,442.55
2013-09-29,499.15999999999997
2013-10-06,470.73
2013-10-13,443.17
2013-10-20,445.47
2013-10-27,480.52
2013-11-03,412.40999999999997
2013-11-10,460.46000000000004
2013-11-17,423.73
2013-11-24,449.38
2013-12-01,476.44
2013-12-08,443.27000000000004
2013-12-15,410.74
2013-12-22,461.79
2013-12-29,478.69
2014-01-05,463.49
2014-01-12,452.40000000000003
2014-01-19,463.22
2014-01-26,428.16
2014-02-02,459.76
2014-02-09,446.63
2014-02-16,426.08
2014-02-23,481.31
2014-03-02,459.32
2014-03-09,435.85
2014-03-16,494.36
2014-03-23,498.27
2014-03-30,451.15
2014-04-06,451.85
2014-04-13,449.89
2014-04-20,438.03
2014-04-27,471.24
2014-05-04,432.86
2014-05-11,496.64
2014-05-18,424.77
2014-05-25,454.3
2014-06-01,412.22
2014-06-08,470.12
2014-06-15,446.38
2014-06-22,432.57
2014-06-29,476.84
2014-07-06,445.02
2014-07-13,443.15
2014-07-20,451.31
2014-07-27,476.29999999999995
2014-08-03,487.53999999999996
2014-08-10,468.38
2014-08-17,472.22999999999996
2014-08-24,372.78
2014-08-31,450.36
2014-09-07,488.96999999999997
2014-09-14,475.05
2014-09-21,446.25
2014-09-28,432.41
2014-10-05,467.4
2014-10-12,466.02
2014-10-19,448.52
2014-10-26,430.44
2014-11-02,499.09000000000003
2014-11-09,465.26
2014-11-16,443.87
2014-11-23,399.49
2014-11-30,452.71
2014-12-07,471.23
2014-12-14,465.36
2014-12-21,416.61
2014-12-28,458.95
2015-01-04,461.24
2015-01-11,428.59000000000003
2015-01-18,352.51
2015-01-25,497.41
2015-02-01,488.37
2015-02-08,430.98
2015-02-15,468.08000000000004
2015-02-22,463.41999999999996
2015-03-01,477.69
2015-03-08,475.01
2015-03-15,434.23
2015-03-22,440.93
2015-03-29,418.36
2015-04-05,482.37
2015-04-12,458.8
2015-04-19,462.61
2015-04-26,501.91999999999996
2015-05-03,469.35
2015-05-10,440.76
2015-05-17,467.87
2015-05-24,452.62
2015-05-31,392.37
2015-06-07,425.66
2015-06-14,398.71000000000004
2015-06-21,442.58
2015-06-28,462.6
2015-07-05,440.7
2015-07-12,415.19
2015-07-19,428.01
2015-07-26,450.15999999999997
2015-08-02,457.73
2015-08-09,431.33
2015-08-16,471.1
2015-08-23,415.2
2015-08-30,418.93
2015-09-06,467.0
2015-09-13,466.1
2015-09-20,412.74
2015-09-27,459.51
2015-10-04,442.59
2015-10-11,473.46
2015-10-18,393.77
2015-10-25,478.09
2015-11-01,460.39
2015-11-08,423.6
2015-11-15,464.77
2015-11-22,449.83
2015-11-29,456.22999999999996
2015-12-06,450.14
2015-12-13,416.14
2015-12-20,373.46
2015-12-27,398.12
2016-01-03,468.8
2016-01-10,447.45
2016-01-17,465.79
2016-01-24,444.54999999999995
2016-01-31,433.44
2016-02-07,446.01
2016-02-14,466.89
2016-02-21,468.04
2016-02-28,422.98
2016-03-06,497.06
2016-03-13,429.39
2016-03-20,484.58
2016-03-27,414.15
2016-04-03,462.18
2016-04-10,443.89
2016-04-17,460.65999999999997
2016-04-24,434.76
2016-05-01,430.82
2016-05-08,404.43
2016-05-15,485.88
2016-05-22,447.73
2016-05-29,405.95
2016-06-05,451.62
2016-06-12,387.71
2016-06-19,393.88
2016-06-26,413.23
2016-07-03,494.17
2016-07-10,416.69
2016-07-17,478.59000000000003
2016-07-24,469.88
2016-07-31,466.37
2016-08-07,413.87
2016-08-14,448.39
2016-08-21,440.45
2016-08-28,476.68999999999994
2016-09-04,410.9
2016-09-11,451.13
2016-09-18,461.35
2016-09-25,461.21
2016-10-02,442.53999999999996
2016-10-09,450.75
2016-10-16,420.42
2016-10-23,392.53
2016-10-30,452.94
2016-11-06,458.56
2016-11-13,449.17
2016-11-20,424.02
2016-11-27,426.18
2016-12-04,509.31
2016-12-11,445.8
2016-12-18,440.2
2016-12-25,418.58
2017-01-01,434.47
2017-01-08,484.08
2017-01-15,393.65
2017-01-22,442.35
2017-01-29,463.71
2017-02-05,441.71999999999997
2017-02-12,388.14
2017-02-19,433.73
2017-02-26,394.05
2017-03-05,457.04
2017-03-12,428.0
2017-03-19,437.63
2017-03-26,439.03
2017-04-02,435.1
2017-04-09,458.61
2017-04-16,437.19
2017-04-23,451.63
2017-04-30,467.24
2017-05-07,462.33
2017-05-14,463.12
2017-05-21,468.31
2017-05-28,407.98
2017-06-04,459.69
2017-06-11,477.52
2017-06-18,449.65
2017-06-25,461.21000000000004
2017-07-02,456.11
2017-07-09,438.45
2017-07-16,368.22
2017-07-23,402.38
2017-07-30,367.0
2017-08-06,491.36
2017-08-13,458.96
2017-08-20,477.97
2017-08-27,450.09999999999997
2017-09-03,430.99
2017-09-10,492.65999999999997
2017-09-17,433.97
2017-09-24,460.91
2017-10-01,453.4
2017-10-08,459.32
2017-10-15,380.5
2017-10-22,431.65
2017-10-29,439.71000000000004
2017-11-05,432.28
2017-11-12,396.79999999999995
2017-11-19,448.51
2017-11-26,424.51
2017-12-03,498.74
2017-12-10,446.96000000000004
2017-12-17,456.97999999999996
2017-12-24,450.74
2017-12-31,460.49
2018-01-07,455.65999999999997
2018-01-14,481.66
2018-01-21,444.92
2018-01-28,481.65
2018-02-04,433.28000000000003
2018-02-11,391.23
2018-02-18,433.31
2018-02-25,504.26
2018-03-04,355.19
2018-03-11,407.39
2018-03-18,421.89
2018-03-25,473.68
2018-04-01,461.1
2018-04-08,449.69
2018-04-15,366.14
2018-04-22,482.7
2018-04-29,455.96000000000004
2018-05-06,417.14
2018-05-13,486.87
2018-05-20,447.24
2018-05-27,448.54999999999995
2018-06-03,479.56
2018-06-10,428.01
2018-06-17,437.96
2018-06-24,439.7
2018-07-01,410.79999999999995
2018-07-08,434.79
2018-07-15,475.12
2018-07-22,440.91999999999996
2018-07-29,457.36
2018-08-05,440.25
2018-08-12,421.13
2018-08-19,452.35
2018-08-26,487.55
2018-09-02,455.21000000000004
2018-09-09,381.72
2018-09-16,417.75
2018-09-23,364.99
2018-09-30,456.93
2018-10-07,453.27
2018-10-14,469.77
2018-10-21,425.81
2018-10-28,426.14
2018-11-04,446.01
2018-11-11,479.73
2018-11-18,470.84000000000003
2018-11-25,466.09
2018-12-02,443.74
2018-12-09,450.31
2018-12-16,463.55
2018-12-23,440.03
2018-12-30,483.41
2019-01-06,484.43
2019-01-13,434.5
2019-01-20,463.40999999999997
2019-01-27,480.43
2019-02-03,412.48
2019-02-10,452.65999999999997
2019-02-17,468.11
2019-02-24,466.33000000000004
2019-03-03,380.16
2019-03-10,452.23
2019-03-17,407.75
2019-03-24,446.99
2019-03-31,485.46
2019-04-07,375.05
2019-04-14,449.51
2019-04-21,430.54999999999995
2019-04-28,451.87
2019-05-05,441.27
2019-05-12,446.95
2019-05-19,488.22
2019-05-26,457.17
2019-06-02,489.11
2019-06-09,476.12
2019-06-16,456.88
2019-06-23,472.08000000000004
2019-06-30,472.05
2019-07-07,466.93
2019-07-14,478.37
2019-07-21,462.18
2019-07-28,457.35
2019-08-04,461.15
2019-08-11,449.65999999999997
2019-08-18,443.8
2019-08-25,430.5
2019-09-01,466.73
2019-09-08,451.57
2019-09-15,469.14
2019-09-22,486.06
2019-09-29,432.8
2019-10-06,437.33
2019-10-13,456.32
2019-10-20,416.34
2019-10-27,423.27
2019-11-03,482.02
2019-11-10,479.2
2019-11-17,425.51
2019-11-24,419.66
2019-12-01,510.28
2019-12-08,388.07
2019-12-15,442.9
2019-12-22,409.40000000000003
2019-12-29,445.69
2020-01-05,450.5
2020-01-12,437.63
2020-01-19,470.95
2020-01-26,419.12
2020-02-02,428.23
2020-02-09,482.16999999999996
2020-02-16,414.47
2020-02-23,463.64
2020-03-01,448.32000000000005
2020-03-08,487.05
2020-03-15,422.5
2020-03-22,390.04
2020-03-29,475.53
2020-04-05,457.15
2020-04-12,495.41
2020-04-19,477.72
2020-04-26,463.47
2020-05-03,415.28999999999996
2020-05-10,484.61
2020-05-17,423.43
2020-05-24,458.53999999999996
2020-05-31,470.54
2020-06-07,455.38
2020-06-14,441.81
2020-06-21,417.21999999999997
2020-06-28,425.28
2020-07-05,454.11
2020-07-12,439.51
2020-07-19,480.93
2020-07-26,444.36
2020-08-02,433.36
2020-08-09,443.1
2020-08-16,463.09000000000003
2020-08-23,441.51
2020-08-30,471.35
2020-09-06,465.51
2020-09-13,464.88
2020-09-20,428.63
2020-09-27,443.19
2020-10-04,458.15
2020-10-11,461.5
2020-10-18,471.87
2020-10-25,443.6
2020-11-01,482.89
2020-11-08,440.3
2020-11-15,445.79
2020-11-22,450.32
2020-11-29,472.6
2020-12-06,440.68
2020-12-13,478.41
2020-12-20,371.79
2020-12-27,423.68
2021-01-03,430.26
2021-01-10,456.53
2021-01-17,434.5
2021-01-24,446.93
2021-01-31,458.29
2021-02-07,343.62
2021-02-14,441.3
2021-02-21,447.03
2021-02-28,481.39
2021-03-07,487.32
2021-03-14,464.13
2021-03-21,439.49
2021-03-28,456.86
2021-04-04,458.21
2021-04-11,474.26
2021-04-18,445.33
2021-04-25,428.94
2021-05-02,478.9
2021-05-09,439.43
2021-05-16,497.15
2021-05-23,465.15999999999997
2021-05-30,454.99
2021-06-06,465.12
2021-06-13,468.52
2021-06-20,496.49
2021-06-27,440.66
2021-07-04,492.93
2021-07-11,425.91
2021-07-18,436.03
2021-07-25,440.96
2021-08-01,497.06
2021-08-08,454.65999999999997
2021-08-15,458.51
2021-08-22,483.53
2021-08-29,413.37
2021-09-05,486.49
2021-09-12,439.51
2021-09-19,503.11
2021-09-26,448.98
2021-10-03,451.58
2021-10-10,443.28
2021-10-17,438.59
2021-10-24,481.01
2021-10-31,468.59000000000003
2021-11-07,444.24
2021-11-14,480.6
2021-11-21,438.21
2021-11-28,458.55
2021-12-05,453.58
2021-12-12,462.37
2021-12-19,500.07
2021-12-26,449.6
2022-01-02,462.57
2022-01-09,467.02
2022-01-16,403.76
2022-01-23,439.72
2022-01-30,473.71000000000004
2022-02-06,449.64
2022-02-13,462.35
2022-02-20,427.51
2022-02-27,431.46000000000004
2022-03-06,410.45000000000005
2022-03-13,461.3
2022-03-20,468.24
2022-03-27,484.78
2022-04-03,478.98
2022-04-10,489.84000000000003
2022-04-17,442.05
2022-04-24,472.8
2022-05-01,483.92
2022-05-08,438.84000000000003
2022-05-15,492.3
2022-05-22,448.01
2022-05-29,466.85
2022-06-05,416.13
2022-06-12,472.99
2022-06-19,474.28000000000003
2022-06-26,441.46
2022-07-03,447.96999999999997
2022-07-10,430.04
2022-07-17,429.37
2022-07-24,483.94
2022-07-31,461.25
2022-08-07,493.1
2022-08-14,492.72
2022-08-21,448.47
2022-08-28,492.53
2022-09-04,411.24
2022-09-11,453.29999999999995
2022-09-18,492.96
2022-09-25,452.49
2022-10-02,439.28000000000003
2022-10-09,436.57000000000005
2022-10-16,381.78999999999996
2022-10-23,424.1
2022-10-30,390.78000000000003
2022-11-06,423.03
2022-11-13,478.94
2022-11-20,455.16
2022-11-27,487.64
2022-12-04,418.5
2022-12-11,470.57
2022-12-18,451.03
2022-12-25,432.97
2023-01-01,457.03
2023-01-08,426.93
2023-01-15,477.72
2023-01-22,485.38
2023-01-29,438.36
2023-02-05,432.11
2023-02-12,409.52
2023-02-19,460.24
2023-02-26,448.93
2023-03-05,448.38
2023-03-12,471.22999999999996
2023-03-19,420.95
2023-03-26,470.56000000000006
2023-04-02,439.88
2023-04-09,421.82
2023-04-16,427.20000000000005
2023-04-23,431.13
2023-04-30,405.47
2023-05-07,439.58
2023-05-14,438.33
2023-05-21,440.39
2023-05-28,465.84
2023-06-04,419.29
2023-06-11,378.95
2023-06-18,436.15
2023-06-25,473.56
2023-07-02,473.86
2023-07-09,512.3100000000001
2023-07-16,445.92
2023-07-23,464.6
2023-07-30,459.53
2023-08-06,454.86
2023-08-13,448.6
2023-08-20,445.41
2023-08-27,449.77
2023-09-03,445.01
2023-09-10,436.49
2023-09-17,433.9
2023-09-24,433.35
2023-10-01,433.53000000000003
2023-10-08,490.63
2023-10-15,395.58
2023-10-22,483.75
2023-10-29,426.22
2023-11-05,420.74
2023-11-12,434.05
2023-11-19,477.99
2023-11-26,432.8
2023-12-03,432.58
2023-12-10,489.58
2023-12-17,449.67999999999995
2023-12-24,433.40999999999997
2023-12-31,454.05
2024-01-07,450.82
2024-01-14,448.38
2024-01-21,435.59000000000003
2024-01-28,472.86
2024-02-04,456.29
2024-02-11,478.79
2024-02-18,460.74
2024-02-25,437.03
2024-03-03,412.09000000000003
2024-03-10,451.05
2024-03-17,458.94
2024-03-24,486.08
2024-03-31,461.5
2024-04-07,503.86
2024-04-14,454.28
2024-04-21,459.98
2024-04-28,430.36
2024-05-05,368.27
2024-05-12,487.12
2024-05-19,481.66999999999996
2024-05-26,460.51
2024-06-02,451.79
2024-06-09,441.77
2024-06-16,475.48
2024-06-23,470.33
2024-06-30,373.73
2024-07-07,447.79
2024-07-14,376.48
2024-07-21,454.81
2024-07-28,447.85
2024-08-04,506.6
2024-08-11,402.17
2024-08-18,278.2
