Date,Usage,Temp,ph,TDS
2/24/2020,1,24.931,6.14524294,20417.26442
3/23/2020,1,24.931,7.494212047,29252.50111
4/23/2020,2,24.931,7.091885817,29091.2071
1/26/2020,5,25.028,6.624572528,14877.28974
2/24/2020,6,25.028,6.032188903,32882.15594
3/23/2020,6,25.028,6.344095425,14973.29736
4/23/2020,7,25.028,3.716080075,27382.76933
1/26/2020,6,25.028,7.459144859,19436.50354
2/24/2020,6,25.028,6.361666803,25833.85171
3/23/2020,6,25.028,9.011588754,25208.15184
4/23/2020,7,25.028,7.466213132,18261.69494
1/26/2020,8,25.028,5.739816333,15825.44032
2/24/2020,5,25.125,7.785106673,13404.25433
3/23/2020,5,25.125,7.138586781,9727.65317
4/23/2020,6,25.125,8.805177745,4728.650671
1/26/2020,0,25.125,8.003031485,15007.27268
2/24/2020,0,25.125,7.157337864,23718.55201
3/23/2020,0,25.028,6.427365144,20920.25156
4/23/2020,0,25.125,6.124672271,27951.61307
1/26/2020,30,25.125,8.457901037,16061.5901
2/24/2020,26,24.931,5.772197394,27840.69421
3/23/2020,25,24.931,3.716080075,11562.43551
4/23/2020,29,24.835,6.760790523,19089.94856
1/26/2020,6,24.931,7.895045662,10465.2616
2/24/2020,4,24.835,8.576739928,24897.2866
3/23/2020,7,24.835,5.596729818,44652.36387
4/23/2020,8,24.835,8.145632374,31350.27577
1/25/2020,2,24.835,6.665495068,25319.91387
2/23/2020,2,24.835,6.499067998,23734.84621
3/25/2020,2,24.931,9.735889388,10897.15029
4/25/2020,2,25.028,9.268281895,14333.53802
1/26/2020,19,24.931,3.716080075,17705.60862
2/24/2020,17,24.931,10.0596421,5232.913254
3/23/2020,17,24.931,6.475885399,16532.82882
4/23/2020,19,24.738,6.096128348,16932.5771
1/26/2020,18,24.641,6.297845634,21022.83503
2/24/2020,4,24.641,5.284096687,26532.73725
3/23/2020,5,24.738,8.26994471,11889.21775
4/23/2020,4,24.738,6.03956779,39489.00974
1/26/2020,3,24.738,6.243279004,19605.02957
2/24/2020,3,24.835,8.214099764,12819.87544
3/23/2020,4,24.931,3.716080075,39742.97033
4/23/2020,3,24.931,3.716080075,27071.11862
1/25/2020,6,24.931,3.716080075,28135.07684
2/23/2020,10,24.931,9.836030547,16103.36055
3/25/2020,10,24.931,8.719764332,30681.12026
4/25/2020,9,24.931,7.009601694,18628.69683
1/25/2020,2,24.931,6.492638846,14625.56136
2/23/2020,2,24.931,7.814524321,17516.69936
3/25/2020,2,24.931,9.652562935,8508.15373
4/25/2020,2,24.931,8.00754122,8864.68648
1/26/2020,8,24.931,3.716080075,17561.27284
2/24/2020,5,24.931,3.716080075,33798.10896
3/23/2020,5,24.931,7.386837696,29122.697
4/23/2020,8,24.931,5.497580321,29493.42297
1/26/2020,0,24.931,6.057828114,44868.45837
2/24/2020,0,24.931,3.716080075,23879.22676
3/23/2020,0,24.931,6.268953337,24769.51139
4/23/2020,0,25.028,3.716080075,20661.41106
1/26/2020,0,25.028,6.284984822,29213.62039
2/24/2020,0,25.028,9.043095632,8273.591971
3/23/2020,0,25.028,8.523062079,24207.29803
4/23/2020,0,25.028,3.716080075,19998.85902
1/26/2020,21,25.028,3.716080075,30630.75994
2/24/2020,13,25.028,4.02905271,42327.16802
3/23/2020,16,25.028,6.412707042,32333.84154
4/23/2020,16,25.028,6.27629499,28653.47234
1/26/2020,8,25.028,7.648877928,22510.97507
2/24/2020,8,25.028,5.548181849,39997.7837
3/23/2020,5,25.125,3.716080075,17870.31525
4/23/2020,9,25.125,7.468617019,36701.97435
1/26/2020,0,25.125,3.716080075,21051.36538
2/24/2020,0,25.125,7.918150471,23823.49289
3/23/2020,0,25.125,3.716080075,10830.80125
4/23/2020,0,25.222,3.716080075,14579.82207
1/25/2020,1,25.222,5.433242117,31157.11017
2/23/2020,1,25.222,8.33951161,21295.74988
3/25/2020,1,25.222,6.715719088,19966.7447
4/25/2020,1,25.222,6.09801209,39352.77584
1/26/2020,0,25.222,6.576845323,12772.09575
2/24/2020,0,25.319,4.68109876,38748.41135
3/23/2020,0,25.222,8.15121531,13699.68071
4/23/2020,0,25.222,3.716080075,13584.49034
1/26/2020,16,25.319,3.716080075,27319.56903
2/24/2020,10,25.319,5.669689566,20081.53795
3/23/2020,9,25.319,6.6249436,16360.5663
4/23/2020,19,25.319,8.273643584,11120.70105
1/26/2020,1,25.416,3.716080075,25717.93618
2/24/2020,0,25.416,3.716080075,11954.70073
3/23/2020,0,25.416,10.50966863,16786.92541
4/23/2020,0,25.416,5.171434094,44612.75136
1/26/2020,0,25.416,6.9641983,27408.49933
2/24/2020,0,25.513,6.548796521,13584.90025
3/23/2020,0,25.513,6.555439264,15405.49648
4/23/2020,0,25.61,9.042582866,14149.49983
1/26/2020,7,25.805,5.970578908,19952.30947
2/24/2020,6,25.805,6.273805782,15130.15437
3/23/2020,5,25.902,6.604007989,23564.57966
4/23/2020,8,25.902,7.14394199,11553.03928
1/25/2020,25,25.902,8.11644657,23985.86442
2/23/2020,23,25.902,7.66518778,22993.72935
3/25/2020,25,25.902,5.555352973,20503.43005
4/25/2020,25,25.902,7.543931305,24227.96114
1/26/2020,9,25.902,3.716080075,11724.62332
2/24/2020,6,25.902,7.340170884,12810.42316
3/23/2020,7,25.805,10.01518906,9064.035831
4/23/2020,8,25.319,3.716080075,19037.46264
1/26/2020,0,25.222,7.846463341,6670.659354
2/24/2020,0,25.513,3.716080075,52060.2268
3/23/2020,0,25.708,6.334162776,23460.82138
4/23/2020,0,25.708,9.616095703,12538.97403
1/26/2020,14,25.61,3.716080075,29496.91016
2/24/2020,12,25.61,8.892998479,22960.18064
3/23/2020,12,25.513,3.716080075,14563.68265
4/23/2020,16,25.513,8.1414299,15494.35984
1/26/2020,9,25.416,8.165714933,16925.0123
2/24/2020,7,25.416,4.931958445,31155.54022
3/23/2020,7,25.416,8.977821883,20225.64292
4/23/2020,8,25.416,7.372611796,17606.88569
1/26/2020,0,25.416,9.107330383,24678.32929
2/24/2020,0,25.416,4.168248461,23863.71686
3/23/2020,0,25.416,7.806909023,21299.31866
4/23/2020,0,25.319,6.704635426,9727.761716
1/26/2020,4,25.222,3.623165848,26738.52536
2/24/2020,4,25.319,7.966856824,21440.73885
3/23/2020,0,25.319,4.595607756,13891.03853
4/23/2020,5,25.513,3.716080075,12874.44464
1/26/2020,0,25.513,3.994497606,18682.27714
2/24/2020,0,25.513,8.907987118,33653.76196
3/23/2020,0,25.513,5.898726325,21148.2419
4/23/2020,0,25.513,9.514626622,16553.56244
1/26/2020,10,25.513,8.842463656,7839.31876
2/24/2020,7,25.416,7.721078494,17248.61874
3/23/2020,7,25.416,9.089421098,32238.07778
4/23/2020,9,25.416,1.757037115,41538.24273
4/2/2020,72,25.416,7.725192099,20461.75904
1/26/2020,2,25.416,6.729191489,31991.95875
2/24/2020,3,25.416,5.085429353,33455.24099
3/23/2020,1,25.416,9.545270521,25189.83062
4/23/2020,1,25.319,3.716080075,20049.2421
1/25/2020,9,25.319,6.246264054,26408.88177
2/23/2020,9,25.319,7.376449105,37191.11414
3/25/2020,9,25.222,7.802426084,14382.90216
4/25/2020,9,25.319,8.596767212,15173.47115
1/26/2020,5,25.319,6.436444496,19579.38955
2/24/2020,3,25.319,7.333477726,16066.55212
3/23/2020,4,25.319,6.144759038,19981.31519
4/23/2020,5,25.319,4.725997721,34265.83058
1/26/2020,1,25.319,5.393345914,28099.03873
2/24/2020,0,25.416,5.624819996,9028.760345
3/23/2020,0,25.416,5.768868031,31155.98882
4/23/2020,0,25.513,3.716080075,17749.29866
1/25/2020,13,25.513,5.251353815,34768.93342
2/23/2020,12,25.513,7.688785916,29568.53585
3/25/2020,12,25.61,3.681076271,26726.77111
4/25/2020,12,25.61,4.897691707,14676.71627
1/26/2020,1508,25.708,5.842754601,13969.26156
2/24/2020,1810,25.708,3.716080075,14472.39155
3/23/2020,1337,25.805,5.038316783,25866.10395
4/23/2020,1275,25.902,9.961247709,11939.76986
1/26/2020,0,25.902,7.417502637,24389.36289
2/24/2020,0,26,3.716080075,37795.76332
3/23/2020,1,26,5.099932005,21807.40013
4/23/2020,0,26.097,3.633162829,28584.17581
1/26/2020,326,26,8.860450854,24085.11214
2/24/2020,264,26,10.13793229,15088.82765
3/23/2020,257,25.902,9.90081484,16233.13468
4/23/2020,285,26,10.2684305,13753.99337
2/9/2020,546,26,0.22749905,39028.59934
3/11/2020,564,26.097,6.017260924,15157.26879
4/9/2020,528,26.097,7.110845138,25043.5328
1/26/2020,380,25.708,6.350290472,14905.39385
2/24/2020,255,25.513,8.12934172,22982.92744
3/23/2020,255,25.319,10.25281623,18158.84212
4/23/2020,291,25.319,5.462355935,11642.149
1/26/2020,667,25.319,9.239440361,14829.62421
2/24/2020,842,25.319,7.071314192,20038.79642
3/23/2020,816,25.319,7.115895266,18463.88366
4/23/2020,872,25.319,8.238996597,25046.79864
1/26/2020,136,25.319,6.446252032,11104.25051
2/24/2020,151,25.319,6.161779499,12229.64758
3/23/2020,129,25.319,6.772156538,13790.2962
4/23/2020,125,25.319,7.06184552,11300.23811
1/26/2020,664,25.319,4.638250259,34261.98589
2/24/2020,560,25.319,7.678966889,7472.50648
3/23/2020,588,25.319,8.137713063,33786.71631
4/23/2020,673,25.319,7.481397772,13781.78028
1/25/2020,404,25.319,8.082148076,28407.66103
2/23/2020,378,25.319,3.716080075,27983.17942
3/25/2020,404,25.319,7.702183099,18126.03096
4/25/2020,404,25.319,6.750761186,23642.9926
5/19/2022,204,25.319,3.716080075,22387.31575
1/26/2020,333,25.513,6.323942073,23234.78893
2/24/2020,290,25.319,5.403883692,11571.42154
3/23/2020,257,25.319,5.699873488,31977.37014
4/23/2020,285,25.708,7.694264582,22673.03447
1/26/2020,313,25.805,8.581428694,20590.71211
2/24/2020,260,25.708,9.888941401,19892.38891
3/23/2020,256,25.708,3.426450368,21839.69596
4/23/2020,310,25.708,8.370440489,15063.81497
1/26/2020,586,25.708,3.716080075,13286.15658
2/24/2020,532,25.708,8.390500572,27032.14226
3/23/2020,460,25.61,7.58194468,21675.68287
4/23/2020,565,25.61,9.850054687,35289.23711
1/26/2020,407,25.61,5.225683807,16276.3986
2/24/2020,319,25.708,9.663653196,13213.57825
3/23/2020,351,25.61,3.716080075,26210.11601
4/23/2020,389,25.708,7.935607325,19657.84331
2/9/2020,1,25.61,8.92814208,27884.43425
3/11/2020,1,25.61,6.920342899,16689.7996
4/9/2020,1,25.61,10.53809844,13867.2442
1/26/2020,1237,25.513,5.729302912,34573.67879
2/24/2020,1080,25.61,5.335688809,37993.18275
3/23/2020,990,25.61,3.716080075,38977.3308
4/23/2020,897,25.61,6.769834881,34596.00187
1/26/2020,488,25.61,6.848329601,15908.64209
1/26/2020,602,25.708,3.716080075,12856.72862
2/24/2020,461,25.708,3.716080075,27064.41841
2/24/2020,383,25.61,3.716080075,28224.77418
3/23/2020,439,25.708,8.589202344,7263.056749
3/23/2020,406,25.708,8.473649323,36412.48826
4/23/2020,506,25.708,7.591346094,25383.76518
4/23/2020,499,25.708,8.137767883,24172.70331
1/26/2020,813,25.805,5.35256598,27795.73204
2/24/2020,683,25.805,7.998090254,9609.740605
3/23/2020,866,25.902,11.89807803,8296.550611
4/23/2020,823,25.902,7.442536475,18223.02708
1/26/2020,825,26,5.140800528,21407.61429
2/24/2020,720,26,3.716080075,9783.368727
3/23/2020,885,26.097,6.947915534,10337.5417
4/23/2020,1006,26.097,9.622105987,30307.21767
1/26/2020,315,26.097,5.361211666,24709.72886
2/24/2020,307,26.097,4.909518983,13652.60203
3/23/2020,338,26.195,6.376408434,33046.72761
4/23/2020,457,26.195,3.94012546,25911.32168
1/26/2020,936,26.195,6.916825973,29263.55407
2/24/2020,729,26.195,9.146557556,6787.48466
3/23/2020,741,26.195,10.26841472,14694.42062
4/23/2020,1005,26.195,8.787667941,7035.133797
1/26/2020,115,26.195,7.36876853,18452.02299
2/24/2020,116,26.292,9.352719753,23558.55475
3/23/2020,137,26.292,9.393148442,20592.25894
4/23/2020,134,25.805,7.296572875,22535.08516
1/21/2020,595,25.61,8.900864697,9592.151333
2/13/2020,412,25.61,8.107244313,18364.83142
1/26/2020,1324,25.708,7.804368874,14160.68677
2/24/2020,1209,25.61,4.666148131,35680.06788
3/23/2020,1358,25.61,10.90507641,16099.1519
4/23/2020,1505,25.513,4.739548767,27215.90274
1/26/2020,15,25.513,9.869231935,29549.65882
2/24/2020,12,25.416,3.716080075,19575.47536
3/23/2020,7,25.416,5.827541212,25863.34324
4/23/2020,2,25.513,0.989912213,16922.8539
2/5/2020,3,25.708,3.716080075,10443.79653
5/3/2020,3,26,9.485832873,15357.83337
1/26/2020,11,25.708,6.435722717,9363.853988
2/24/2020,11,26,6.365497241,7040.737621
3/23/2020,12,26,3.716080075,23828.20768
4/23/2020,3,26,5.452214926,14446.81239
4/9/2020,3,26.097,3.716080075,21852.43794
2/9/2020,1,26.097,5.433466239,31421.73163
3/11/2020,1,26.097,7.374775414,12285.89148
4/9/2020,1,26.097,3.716080075,25954.03176
2/9/2020,1,26.097,5.226941884,28398.5542
3/11/2020,1,26.097,4.594209164,27981.09119
4/9/2020,1,26,6.784133024,12827.62101
2/9/2020,1,26,6.400256164,15936.24736
3/11/2020,1,25.805,6.839415898,28508.6378
4/9/2020,1,25.222,6.901863449,20442.61501
1/26/2020,16,25.222,3.716080075,22462.11329
2/24/2020,16,25.319,7.888843574,15824.78873
3/23/2020,14,25.513,5.527633483,22095.63716
4/23/2020,7,25.513,6.492403122,18607.21319
1/26/2020,1407,25.513,6.684699737,34157.18447
2/24/2020,1237,25.61,3.716080075,24108.12755
3/23/2020,1112,25.805,6.223677775,22423.49521
4/23/2020,1105,25.805,4.758648347,23603.06542
2/9/2020,361,25.805,7.440825031,17259.8523
3/11/2020,373,25.902,8.054885744,12642.06595
4/9/2020,349,25.902,7.061830972,24991.76602
1/26/2020,0,25.902,3.716080075,12666.00532
2/24/2020,0,25.902,7.611609817,25063.68301
3/23/2020,0,25.902,4.691438315,32182.26232
4/23/2020,0,25.805,8.064170137,8712.002588
1/26/2020,502,25.805,4.292966858,30434.26912
2/24/2020,407,25.513,7.865756954,16147.00195
3/23/2020,394,25.416,9.085637102,9001.658753
4/23/2020,530,25.416,6.592442508,9381.239931
1/25/2020,245,25.416,7.032818726,29370.26418
2/23/2020,229,25.416,8.990317234,23728.29401
3/25/2020,245,25.416,8.561218924,16686.31276
4/25/2020,245,25.416,6.739157692,30950.6811
1/25/2020,129,25.416,3.716080075,20827.98384
2/23/2020,121,25.513,6.492627157,34314.08709
3/25/2020,129,25.513,6.753128353,18222.93196
4/25/2020,129,25.513,5.039373609,40829.35317
1/26/2020,184,25.61,8.296344056,17468.9998
2/24/2020,171,25.61,5.455599352,37620.24847
3/23/2020,181,25.61,7.918183321,20012.17298
4/23/2020,192,25.61,5.01804587,27317.09944
1/26/2020,0,25.61,6.495435285,32775.63258
2/24/2020,0,25.708,3.716080075,28184.90053
3/23/2020,0,25.61,8.783167624,16183.58665
4/25/2020,1,25.61,3.716080075,28499.10733
2/9/2020,33,25.61,8.159666704,17068.29886
3/11/2020,34,25.61,7.685396843,7324.701425
4/9/2020,32,25.61,7.762020745,15548.41667
1/21/2020,70,25.708,7.207931097,18493.87218
2/19/2020,52,25.708,6.9870415,19472.62433
3/19/2020,53,25.61,4.692196563,24211.63077
4/20/2020,62,25.61,3.716080075,9840.78282
1/25/2020,1409,25.513,4.059431468,25770.00672
2/23/2020,1322,25.513,8.389945659,17674.70615
3/25/2020,1412,25.513,10.69553249,10571.77038
4/25/2020,1412,25.513,6.791696907,21467.95087
1/26/2020,0,25.416,9.953952112,3773.281147
1/25/2020,4390,25.416,3.716080075,9836.401847
2/23/2020,4108,25.416,4.489783796,14906.04792
2/23/2020,0,25.416,8.020869103,21759.36393
3/25/2020,4393,25.319,5.090035332,34094.05718
3/23/2020,1,25.319,6.466874709,14848.12949
4/23/2020,0,25.222,6.702496216,29057.22762
4/25/2020,4394,25.222,5.766204134,27700.12195
1/26/2020,52,25.319,6.571099217,23372.88265
2/24/2020,41,24.835,8.509220049,10587.30493
3/23/2020,44,25.125,5.953981878,32241.07961
4/23/2020,57,24.641,5.403196492,27509.89342
1/26/2020,267,24.545,5.596929951,23930.37455
2/24/2020,217,24.738,10.63290961,12958.74846
3/23/2020,223,25.028,4.916819229,22829.12321
4/23/2020,273,25.028,7.183095932,13501.67797
1/25/2020,212,24.641,5.923441415,25951.55404
2/23/2020,198,24.448,7.377036504,15340.95184
3/25/2020,212,24.545,7.833495881,28338.98146
4/25/2020,213,24.351,4.745764371,33153.81298
1/26/2020,321,24.351,9.055825785,20226.28794
2/24/2020,205,24.255,5.492155983,26422.09789
3/23/2020,170,24.545,4.487517479,36860.4689
4/23/2020,196,24.641,7.027185659,30988.97302
1/26/2020,258,24.641,10.20064451,8016.202938
2/24/2020,199,24.545,6.784279329,17569.57982
3/23/2020,210,24.158,8.080415244,18136.12886
4/23/2020,223,24.351,3.716080075,14017.37207
1/26/2020,420,24.351,7.344975869,5689.804405
2/24/2020,373,24.448,5.923739955,33306.01254
3/23/2020,365,24.351,8.285395275,19096.82237
4/23/2020,462,24.448,5.949518764,16898.8083
1/25/2020,231,24.545,3.716080075,34160.92514
2/23/2020,217,24.641,3.716080075,35971.02511
3/25/2020,232,24.545,5.296578804,39537.08646
4/25/2020,232,24.545,10.28206797,8108.297322
1/26/2020,105,24.545,7.016836113,18014.9957
2/24/2020,107,24.545,6.871607245,19557.99372
3/23/2020,113,24.545,3.716080075,8985.911807
4/23/2020,148,24.641,8.274069059,18091.20261
1/26/2020,239,24.641,8.238878989,11451.31222
1/26/2020,213,24.641,5.791154373,20288.23557
1/26/2020,257,24.641,6.153368957,22052.03462
2/24/2020,202,24.545,7.303051906,22053.01026
2/24/2020,176,24.738,7.5926723,14912.22551
2/24/2020,241,24.641,6.784116115,12736.865
3/23/2020,161,24.641,5.606856131,32423.46269
3/23/2020,168,24.545,3.716080075,36290.74611
3/23/2020,274,24.641,4.922045466,38494.72025
4/23/2020,166,24.448,5.700784947,27365.10636
4/23/2020,193,24.062,3.716080075,25338.61934
4/23/2020,227,23.966,10.67805626,7066.376917
1/25/2020,133,23.581,7.602121475,11346.14345
2/23/2020,125,23.292,8.846281957,17734.94963
3/25/2020,133,23.1,6.751698586,26325.8177
4/25/2020,133,23.196,3.716080075,13597.89604
1/26/2020,212,23.869,3.716080075,12519.09066
2/24/2020,354,24.062,5.088213197,39125.2092
3/23/2020,375,24.062,6.954907217,21895.2857
4/23/2020,423,24.062,8.983811794,15158.72175
1/23/2020,67,24.062,9.519659984,17258.18835
2/24/2020,67,24.062,4.700392724,35216.53427
3/23/2020,53,24.062,10.38613293,17982.38726
4/22/2020,69,24.062,5.746529194,35633.26851
1/26/2020,511,24.062,3.716080075,11125.44354
2/24/2020,378,24.062,3.716080075,25253.07906
3/23/2020,358,24.062,10.8112895,11848.22827
4/23/2020,400,24.062,8.966835973,16764.85476
1/26/2020,296,23.484,3.716080075,5699.504942
2/24/2020,239,23.966,6.848805453,20555.55957
3/23/2020,233,23.581,8.861701557,15247.12803
4/23/2020,260,23.966,4.252985001,20497.82222
1/26/2020,133,24.158,6.729829904,23114.03183
2/24/2020,129,24.158,5.924540482,44376.18738
3/23/2020,139,24.158,6.783888468,13677.10644
4/23/2020,171,24.158,7.390896679,25574.09172
1/26/2020,58,24.158,6.470151959,30594.28067
2/24/2020,55,24.158,6.93039147,25780.05908
3/23/2020,61,24.062,9.302441188,5230.63043
4/23/2020,20,24.158,7.421997644,15772.65317
1/26/2020,36,23.677,6.583064856,17977.69394
2/24/2020,26,23.677,6.204429354,35439.68784
3/23/2020,49,23.677,9.066628054,22710.45837
4/23/2020,50,23.677,4.713116701,20070.56779
1/26/2020,204,23.677,10.58138599,11298.45009
2/24/2020,163,23.773,7.574261237,8672.527773
3/23/2020,174,23.292,6.138785152,20129.97882
4/23/2020,199,23.1,5.276323544,42063.8744
1/26/2020,117,23.196,6.776879088,19663.79131
2/24/2020,95,23.484,7.239415921,13911.82663
3/23/2020,93,23.484,6.552279123,15362.45238
4/23/2020,113,23.484,8.408766231,27662.3971
1/26/2020,216,23.581,7.986398706,20447.49013
2/24/2020,193,23.773,7.366915284,14151.76008
3/22/2020,190,23.388,6.062738419,25842.58128
4/23/2020,229,23.388,7.8564711,5619.135558
1/26/2020,116,23.004,5.15839641,35086.39696
2/24/2020,80,23.292,3.716080075,17439.44406
3/23/2020,41,23.773,6.39908051,23037.07683
4/23/2020,18,23.677,7.394255556,29917.82021
1/26/2020,62,23.773,4.443850856,24070.26365
2/24/2020,67,23.869,8.247148271,9913.963346
3/23/2020,48,23.484,4.902158989,28278.78928
4/23/2020,59,23.196,6.86313625,23610.51756
1/26/2020,13,23.292,6.66953238,16246.17319
2/24/2020,38,23.196,7.595669984,13486.14219
3/23/2020,69,23.581,8.163076383,20335.67651
4/23/2020,64,23.773,8.87027826,16854.12946
1/26/2020,50,23.677,8.769676022,13969.43886
2/24/2020,40,23.773,4.737391257,30684.21164
3/23/2020,38,23.677,7.790874862,24061.3496
4/23/2020,44,23.677,3.716080075,26493.07621
1/26/2020,108,23.773,6.0873061,11628.33668
2/24/2020,105,23.869,7.651294226,11699.13355
3/23/2020,101,23.869,4.771490669,48002.0846
4/23/2020,123,23.869,3.716080075,26913.37349
1/26/2020,852,23.869,5.392057607,19900.40784
2/24/2020,721,23.869,5.477283049,29046.08352
3/23/2020,781,23.869,6.364155674,22958.00999
4/23/2020,849,23.869,3.716080075,39942.9539
1/26/2020,45,23.773,8.347949483,13533.23003
2/24/2020,46,23.773,6.615981652,20919.05143
3/23/2020,34,23.773,8.312379503,8727.247349
4/23/2020,29,23.677,6.836224939,24293.17266
1/26/2020,6,23.484,6.385470898,26756.918
2/24/2020,6,23.677,6.490037175,19397.32389
3/23/2020,9,23.773,3.716080075,24873.62278
4/23/2020,1,23.581,6.648849186,30733.50384
1/26/2020,378,23.581,3.716080075,21174.40848
2/24/2020,334,23.677,9.323583858,15751.1753
3/23/2020,258,23.677,4.581968728,33897.0682
4/23/2020,298,23.677,7.884841993,21733.82804
1/26/2020,168,23.677,6.168838539,24827.51664
1/26/2020,84,23.773,7.230845307,17864.68939
2/24/2020,138,23.773,3.716080075,3900.913892
2/24/2020,66,23.581,8.693104326,13283.77805
3/23/2020,139,23.773,3.716080075,32981.23946
3/23/2020,67,23.773,4.797460182,21280.24656
4/23/2020,152,23.869,9.319176393,14294.24035
4/23/2020,0,23.869,7.581687577,11989.24624
2/2/2020,542,23.869,5.348213659,11797.92092
3/4/2020,560,23.773,5.487876363,20162.01862
4/2/2020,524,23.773,3.716080075,40710.52439
1/26/2020,773,23.677,8.315959071,16123.30445
2/24/2020,689,23.677,8.551077748,28909.29028
3/23/2020,618,23.677,6.013160966,21573.74757
4/23/2020,295,23.292,5.744067537,28391.99819
1/26/2020,413,23.196,5.218989651,27007.88691
2/24/2020,326,23.196,3.716080075,25959.6139
3/23/2020,305,23.196,7.458707683,10513.29678
4/23/2020,377,23.196,11.02787986,13124.10564
1/26/2020,380,23.292,6.72958019,17975.55323
2/24/2020,352,23.484,4.1502143,41489.63981
3/23/2020,327,23.677,7.159398311,28954.80101
4/23/2020,373,23.677,3.716080075,13927.00251
1/26/2020,335,23.677,6.209697437,22610.76871
2/24/2020,302,23.677,3.716080075,10490.83899
3/23/2020,308,23.677,9.608533594,4544.841718
4/23/2020,333,23.677,5.375895979,56867.85924
1/26/2020,0,23.581,8.69712216,27752.00024
2/24/2020,0,23.677,7.748928548,18939.93665
3/23/2020,0,23.677,7.117917746,20067.57279
4/23/2020,0,23.773,8.31002902,40936.15339
1/26/2020,633,23.677,5.524296531,26220.17421
2/24/2020,551,23.677,10.20142576,8918.8926
3/23/2020,450,23.677,5.368125754,32619.31297
4/23/2020,363,23.773,8.937802408,10562.46054
2/9/2020,262,23.773,8.124207826,26489.1147
3/11/2020,271,23.773,7.184973119,25234.42797
4/9/2020,253,23.869,5.499489286,13902.96865
1/26/2020,84,23.773,3.716080075,8904.799818
1/26/2020,162,24.062,5.319769073,22390.79557
2/24/2020,77,24.158,6.369111631,34456.80113
2/24/2020,143,24.255,6.733493842,27430.44173
3/23/2020,75,24.255,6.883015402,14298.41046
3/23/2020,161,24.255,8.013516429,20375.66827
4/23/2020,83,24.158,8.272055091,24196.52268
4/23/2020,164,24.158,8.746985976,22174.78114
1/26/2020,377,24.255,8.154840855,25620.77137
2/24/2020,336,24.351,9.045720545,22829.11084
3/23/2020,338,24.448,8.922409559,13291.92261
4/23/2020,387,24.448,5.961301572,23926.07882
1/26/2020,471,24.062,3.716080075,20113.89757
2/24/2020,314,24.448,8.184410006,17944.85238
3/23/2020,309,24.545,7.636454091,18136.26158
4/23/2020,373,24.545,7.775385593,15704.48209
1/26/2020,126,24.545,7.617148871,27080.26872
1/26/2020,213,24.545,6.664934584,16477.35081
2/24/2020,114,24.545,3.716080075,30646.81528
2/24/2020,191,24.545,8.815357953,26780.69179
3/23/2020,126,24.545,7.765635562,13736.34204
3/23/2020,210,24.545,6.225152013,29533.60883
4/23/2020,128,24.545,3.716080075,15893.67441
4/23/2020,214,24.641,8.56704382,23683.11019
1/26/2020,306,24.641,6.994194675,23027.38526
2/24/2020,195,24.641,3.344588533,55334.7028
3/23/2020,188,24.641,3.716080075,20063.49033
4/23/2020,224,24.641,3.716080075,21762.61415
1/26/2020,583,24.641,7.774468469,22316.39828
2/24/2020,583,24.641,3.716080075,28894.47697
3/23/2020,443,24.641,7.203438849,22826.4847
4/23/2020,462,24.448,6.150487601,6342.502843
1/26/2020,181,24.448,3.716080075,9660.658302
2/24/2020,132,24.448,6.767523658,21162.72673
3/23/2020,154,24.545,8.037430327,48410.47101
4/23/2020,176,24.545,8.177174974,18626.14931
1/26/2020,3734,24.545,6.744799075,20215.69752
2/24/2020,3016,24.931,7.603775446,11459.62244
3/23/2020,2219,25.028,8.546145555,23349.48542
4/23/2020,2591,24.641,5.432512085,14970.64724
1/26/2020,31,24.545,7.71408936,27336.96262
2/24/2020,31,24.351,8.154531511,21361.19705
3/23/2020,29,24.641,3.716080075,23094.87239
4/23/2020,31,24.738,7.845879929,13769.86024
1/25/2020,415,24.738,7.156424495,27025.20696
2/23/2020,389,24.835,5.694694238,7998.674511
3/25/2020,415,24.931,6.707685556,17435.34021
4/25/2020,415,24.641,4.775221956,13978.17266
1/25/2020,615,24.255,3.716080075,19947.43447
2/23/2020,575,24.545,3.716080075,17537.98962
3/25/2020,615,24.738,8.501711439,21289.17959
4/25/2020,615,24.351,7.741245059,22824.69947
1/26/2020,868,24.448,4.187490815,21809.70983
2/24/2020,731,24.351,3.716080075,45141.68604
3/23/2020,722,24.255,7.808012212,17037.72537
4/23/2020,772,24.062,5.895948983,37118.25544
1/26/2020,324,24.255,7.269652253,31161.36839
2/24/2020,248,24.255,3.716080075,12036.64304
3/23/2020,257,24.255,9.489600966,40032.414
4/23/2020,286,24.255,7.457979827,14733.45876
1/26/2020,246,24.255,7.992320364,17076.66379
2/24/2020,245,24.351,7.746343115,21670.59366
3/23/2020,236,24.255,8.27579563,22013.96491
4/23/2020,269,24.255,6.879959452,44586.81265
1/26/2020,248,24.255,6.799375518,7986.493239
2/24/2020,207,24.062,8.167767663,36185.67854
3/23/2020,216,24.062,3.716080075,19692.46439
4/23/2020,242,24.158,4.736404607,28698.72996
4/6/2020,709,24.351,5.95392389,11930.62479
4/23/2020,135,24.255,6.578998162,22389.38049
1/26/2020,433,24.351,8.775485734,22113.39145
1/26/2020,711,24.351,6.850302032,40588.43383
2/24/2020,334,24.255,8.757110512,31040.88449
2/24/2020,588,24.255,3.716080075,21687.47345
